StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken,Pass
8242.0,Kelly Gibson MD,Male,82.0,20.0,60.0,2.0,Medium,80.0,3.0,53.0,False,1
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
5896.0,Julian Fox,Male,70.0,15.0,70.0,3.0,Low,88.0,3.4,89.0,True,1
4394.0,John Warner,Male,92.0,30.0,65.0,3.0,High,,4.3,59.0,True,0
6500.0,Jessica Wright,Female,85.0,18.0,90.0,3.0,Low,87.0,1.8,100.0,True,1
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
8311.0,Michael Smith,Male,91.0,18.0,77.0,3.0,High,68.0,4.3,78.0,True,1
6514.0,Megan Miller,Male,90.0,8.0,85.0,1.0,Medium,88.0,1.3,52.0,False,1
2208.0,Joshua Juarez,Male,95.0,20.0,77.0,1.0,,72.0,1.7,99.0,True,1
2770.0,Rebecca Jones,Male,88.0,17.0,77.0,3.0,Low,68.0,0.1,97.0,True,1
8272.0,Anthony Wright,Female,78.0,20.0,86.0,1.0,High,85.0,0.2,64.0,False,1
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
7928.0,Robert Johnson,Male,78.0,20.0,65.0,3.0,Medium,78.0,2.0,87.0,True,1
3733.0,Barry Parker,Female,,10.0,65.0,1.0,Medium,88.0,,72.0,True,1
5249.0,Ms. Heather Dean,Female,85.0,22.0,85.0,0.0,High,85.0,0.4,57.0,False,1
5959.0,Christina Gonzales,Male,70.0,20.0,77.0,0.0,Medium,78.0,1.8,57.0,True,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
9214.0,Judith Santos,Male,85.0,17.0,85.0,,Low,87.0,2.5,61.0,True,1
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
9098.0,Caitlin Carter,Male,90.0,25.0,65.0,3.0,Low,80.0,3.8,92.0,True,1
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
5275.0,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,,2.3,51.0,True,0
9220.0,Penny Hopkins,Female,70.0,12.0,86.0,1.0,High,80.0,2.8,95.0,False,1
5059.0,Michaela Powell,Female,85.0,12.0,70.0,3.0,High,90.0,-5.0,200.0,False,1
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
9779.0,Vincent Johnson,Male,92.0,22.0,,1.0,High,68.0,1.4,51.0,False,1
9882.0,Nathan Rodgers,Male,82.0,15.0,85.0,1.0,High,62.0,0.7,90.0,True,1
4365.0,Micheal Perez,Female,78.0,18.0,77.0,2.0,Medium,87.0,0.8,73.0,False,1
6209.0,Kaitlin Walton,Female,92.0,,86.0,3.0,High,72.0,1.5,59.0,False,1
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
1807.0,Taylor Smith,Female,88.0,30.0,78.0,1.0,Medium,,1.4,81.0,True,0
4913.0,Katelyn Morgan,Male,82.0,10.0,77.0,0.0,,88.0,4.7,92.0,True,1
2493.0,Mrs. Heather Roy,Female,78.0,30.0,60.0,1.0,High,78.0,0.2,78.0,False,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
8404.0,Christopher Mccullough,Female,85.0,18.0,85.0,2.0,High,85.0,4.1,94.0,True,1
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
8177.0,Peter Jones,Female,90.0,25.0,90.0,2.0,Medium,80.0,2.9,64.0,True,1
5275.0,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,,2.3,51.0,True,0
1994.0,Yvonne Krueger,Male,70.0,22.0,88.0,2.0,High,85.0,4.5,76.0,False,1
5385.0,,Male,91.0,15.0,78.0,2.0,Low,90.0,4.3,55.0,True,1
7464.0,Omar Gonzalez,Female,78.0,18.0,78.0,2.0,Low,87.0,1.7,78.0,False,1
,James Watkins,Male,90.0,20.0,77.0,3.0,High,72.0,4.8,,False,1
2995.0,Brian Hayes,Male,90.0,22.0,65.0,0.0,Low,88.0,4.0,61.0,True,1
6465.0,Jennifer Dickson,Female,70.0,10.0,78.0,1.0,Low,90.0,1.8,69.0,True,1
2326.0,,Female,85.0,12.0,88.0,1.0,High,62.0,1.8,89.0,True,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
1685.0,Melissa Brown,Male,92.0,12.0,78.0,0.0,Low,72.0,4.9,98.0,False,1
4.0,Michael,Male,92.0,25.0,90.0,3.0,High,92.0,2.9,96.0,False,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
2314.0,Cynthia Mcdonald,Male,85.0,18.0,60.0,2.0,Low,78.0,0.9,66.0,False,1
8909.0,Francisco Williams,Male,70.0,10.0,86.0,0.0,High,80.0,0.5,63.0,True,1
7.0,Daniel,Male,70.0,8.0,60.0,0.0,Low,62.0,4.5,96.0,False,1
5836.0,Anthony Smith,Male,92.0,30.0,90.0,0.0,Low,92.0,2.5,91.0,False,1
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
3835.0,Timothy Armstrong,Male,91.0,17.0,85.0,3.0,Low,78.0,1.6,56.0,False,1
6807.0,Kathryn Randall,Female,70.0,20.0,88.0,0.0,Medium,88.0,1.2,94.0,True,1
3442.0,Nathan Riley,Male,95.0,22.0,70.0,0.0,Medium,68.0,0.2,73.0,True,1
2593.0,Charles Murphy,Female,88.0,17.0,77.0,3.0,High,68.0,4.3,89.0,False,1
7224.0,Taylor Acosta,Female,85.0,30.0,60.0,3.0,High,85.0,1.6,94.0,True,1
4874.0,Darlene Burton,,95.0,8.0,86.0,1.0,Medium,78.0,1.4,81.0,True,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
6766.0,Tristan Avila,Male,88.0,17.0,77.0,,High,90.0,4.2,54.0,True,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
6804.0,David Aguilar,Female,70.0,17.0,78.0,2.0,High,,3.6,56.0,,0
5275.0,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,,2.3,51.0,True,0
5753.0,Daniel Sullivan,Male,78.0,17.0,85.0,2.0,Low,92.0,4.4,93.0,True,1
4153.0,Charles Vincent,Male,78.0,,65.0,2.0,High,88.0,2.7,100.0,True,1
4013.0,Heather Gamble,,70.0,25.0,60.0,1.0,Medium,62.0,1.4,61.0,True,1
9600.0,Jonathan Ramirez,,88.0,8.0,65.0,0.0,Medium,68.0,3.5,62.0,False,1
1996.0,Manuel Baker,Female,70.0,8.0,85.0,1.0,Low,,0.4,55.0,False,0
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
1807.0,Taylor Smith,Female,88.0,30.0,78.0,1.0,Medium,,1.4,81.0,True,0
6985.0,Nicholas Jones,Female,90.0,17.0,,3.0,High,72.0,0.2,74.0,True,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
2234.0,Bradley Martinez,Male,88.0,18.0,78.0,2.0,Low,62.0,4.0,89.0,True,1
8923.0,Gloria Henderson,Male,95.0,17.0,77.0,3.0,High,78.0,0.6,,False,1
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
8381.0,Stephanie Mcfarland,Female,91.0,12.0,65.0,1.0,High,72.0,3.7,85.0,False,1
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True,0
9622.0,Christian Knight,Female,90.0,,60.0,3.0,High,90.0,1.5,58.0,,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
1887.0,Zachary Daniel,Female,85.0,12.0,78.0,2.0,Medium,62.0,4.3,99.0,True,1
2416.0,William Christian,Female,82.0,17.0,90.0,3.0,Medium,,1.4,96.0,False,0
2661.0,Alexander Gordon DDS,Female,91.0,25.0,65.0,1.0,High,80.0,1.5,70.0,False,1
1273.0,Kimberly Randolph,Male,85.0,18.0,90.0,1.0,High,62.0,2.5,90.0,False,1
5312.0,Timothy Mcbride,Female,82.0,30.0,60.0,0.0,Medium,78.0,3.8,59.0,False,1
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
5223.0,Ashlee Wilcox,Male,85.0,15.0,86.0,2.0,High,72.0,0.0,91.0,True,1
8073.0,Felicia Davis,Female,95.0,8.0,60.0,0.0,Medium,72.0,1.1,61.0,False,1
6340.0,Keith Wilson,Female,92.0,30.0,90.0,2.0,Medium,92.0,0.5,97.0,False,1
9201.0,David Robertson,Male,82.0,20.0,82.0,,Low,,0.8,98.0,True,0
6664.0,Robin Spears,Female,78.0,12.0,86.0,1.0,High,68.0,2.5,80.0,False,1
3735.0,,Female,78.0,18.0,78.0,3.0,High,,3.7,75.0,False,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
3735.0,,Female,78.0,18.0,78.0,3.0,High,,3.7,75.0,False,0
5275.0,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,,2.3,51.0,True,0
1280.0,Kelly Bell,Female,78.0,20.0,85.0,2.0,High,92.0,1.0,83.0,False,1
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
1807.0,Taylor Smith,Female,88.0,30.0,78.0,1.0,Medium,,1.4,81.0,True,0
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
2669.0,Tiffany Smith,Female,91.0,20.0,86.0,1.0,Medium,72.0,2.1,73.0,True,1
9814.0,Felicia Howard,Male,90.0,25.0,90.0,0.0,High,92.0,2.7,94.0,False,1
7411.0,Wendy King,Male,82.0,17.0,77.0,0.0,Medium,87.0,2.7,50.0,False,1
3705.0,Jeremy Hall,Female,,,60.0,3.0,Low,92.0,3.6,75.0,False,1
8314.0,David Anderson,Male,92.0,15.0,60.0,1.0,High,72.0,1.1,99.0,True,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
4711.0,Adam Weaver,Male,78.0,20.0,82.0,2.0,Low,72.0,4.2,83.0,True,1
6460.0,Raymond Smith,Female,85.0,20.0,70.0,2.0,High,88.0,3.8,90.0,True,1
9264.0,Taylor Crawford,Female,70.0,17.0,65.0,2.0,High,72.0,0.2,51.0,True,1
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
9892.0,David Gonzalez,Female,92.0,22.0,65.0,2.0,Medium,,3.7,67.0,True,0
8708.0,Taylor Merritt DVM,Female,88.0,10.0,86.0,0.0,Low,78.0,4.8,80.0,False,1
1807.0,Taylor Smith,Female,88.0,30.0,78.0,1.0,Medium,,1.4,81.0,True,0
5489.0,Joyce Williams,Male,95.0,18.0,85.0,1.0,Low,68.0,0.3,90.0,False,1
7701.0,Anna Martinez,Male,85.0,30.0,70.0,3.0,Medium,90.0,0.4,76.0,False,1
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,0
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
1958.0,Katherine Mclaughlin,Male,95.0,17.0,65.0,1.0,High,80.0,1.4,76.0,,1
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,0
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
1749.0,Ian Glass,Female,88.0,17.0,70.0,3.0,Low,,2.2,93.0,True,0
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
6966.0,Joseph Green,Female,92.0,8.0,82.0,1.0,Low,,0.2,,True,0
3248.0,Phillip Donovan,Male,70.0,12.0,86.0,3.0,Medium,92.0,2.9,77.0,False,1
4836.0,Cynthia Sloan,Female,90.0,20.0,78.0,,Medium,87.0,0.7,64.0,False,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
6062.0,Karl Murray,Male,70.0,,86.0,0.0,Medium,87.0,2.8,96.0,True,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
5760.0,,Female,95.0,8.0,85.0,2.0,High,80.0,4.3,,True,1
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True,0
2416.0,William Christian,Female,82.0,17.0,90.0,3.0,Medium,,1.4,96.0,False,0
6915.0,Marvin Cardenas,Female,78.0,8.0,88.0,0.0,Medium,80.0,1.4,72.0,False,1
3.0,Alex,Male,78.0,10.0,65.0,0.0,Low,68.0,4.6,92.0,False,1
8.0,Sophia,Female,,17.0,77.0,1.0,Medium,78.0,1.0,70.0,True,1
5087.0,Andrew Cook,Male,85.0,15.0,88.0,3.0,Medium,,4.1,82.0,False,0
1462.0,Derek Choi,Female,91.0,22.0,65.0,3.0,High,78.0,2.7,61.0,False,1
3440.0,Brandon Williamson,Male,95.0,,88.0,0.0,Medium,,,69.0,False,0
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
,Joseph Smith,Female,91.0,15.0,70.0,3.0,Medium,78.0,0.7,59.0,False,1
8479.0,Bonnie Callahan,Female,70.0,17.0,60.0,0.0,,68.0,3.5,53.0,True,1
8216.0,Laura Cortez,Female,78.0,15.0,82.0,1.0,High,87.0,2.0,54.0,True,1
4510.0,Daniel Erickson,Male,91.0,22.0,77.0,3.0,Medium,62.0,1.0,56.0,False,1
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
7996.0,Wendy Miller,Female,88.0,12.0,86.0,3.0,Medium,68.0,3.1,81.0,False,1
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
4919.0,Gail Dudley,Female,85.0,20.0,82.0,3.0,Medium,90.0,1.6,84.0,True,1
8685.0,Lisa Houston,Male,88.0,15.0,,2.0,Low,80.0,3.8,100.0,True,1
2989.0,Barbara White,Male,85.0,25.0,65.0,3.0,Medium,90.0,3.4,91.0,True,1
8911.0,Justin Jacobs,Male,78.0,25.0,65.0,3.0,Medium,87.0,4.0,81.0,False,1
,Christopher Diaz,Male,78.0,25.0,82.0,1.0,Low,90.0,0.3,87.0,False,1
9.0,James,Male,82.0,12.0,70.0,2.0,Low,72.0,3.6,50.0,False,1
2138.0,Frank Brown DDS,Female,88.0,25.0,90.0,2.0,Low,72.0,0.3,53.0,False,1
9303.0,Donna Hardin,Female,78.0,12.0,86.0,1.0,High,92.0,4.4,62.0,True,1
7691.0,Mitchell Sanders,Female,70.0,18.0,70.0,0.0,High,62.0,3.3,74.0,True,1
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
2476.0,Jennifer Baker,Female,95.0,8.0,65.0,3.0,High,72.0,4.4,73.0,False,1
3470.0,Alex White,Male,92.0,30.0,60.0,3.0,Medium,68.0,1.6,95.0,True,1
2468.0,Douglas Ingram,Female,82.0,20.0,86.0,3.0,Medium,62.0,0.1,76.0,False,1
7775.0,Jose Liu,,88.0,15.0,70.0,3.0,Low,68.0,3.1,77.0,False,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
9906.0,Sean Lyons,Male,,15.0,85.0,2.0,Medium,,2.6,76.0,True,0
8236.0,Whitney Tapia,Male,88.0,20.0,88.0,2.0,,72.0,2.6,91.0,True,1
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
5659.0,Kimberly Anderson,Male,85.0,22.0,88.0,1.0,High,85.0,1.6,74.0,True,1
4394.0,Brian Castro,Male,,,82.0,0.0,Low,92.0,2.8,74.0,False,1
6375.0,Kristine Williams,Female,,8.0,82.0,1.0,Low,85.0,3.4,78.0,True,1
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
6152.0,Amy Evans,Male,88.0,8.0,85.0,1.0,High,90.0,2.3,69.0,True,1
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
8452.0,Michael Walters,Female,78.0,8.0,65.0,1.0,Low,78.0,3.5,50.0,True,1
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
9751.0,Rebecca Smith,Male,70.0,22.0,86.0,1.0,High,62.0,0.7,79.0,True,1
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
4122.0,Gregory Daniels,Male,90.0,18.0,60.0,1.0,Low,85.0,4.1,68.0,False,1
8133.0,,Female,95.0,20.0,90.0,0.0,Medium,85.0,3.2,66.0,True,1
6185.0,Lynn Jennings,,70.0,22.0,60.0,1.0,Low,68.0,3.8,99.0,True,1
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
,Rhonda Ramos,Male,95.0,8.0,82.0,0.0,High,72.0,2.5,63.0,False,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
2416.0,William Christian,Female,82.0,17.0,90.0,3.0,Medium,,1.4,96.0,False,0
8961.0,Jason Woods,Female,95.0,22.0,60.0,1.0,Medium,90.0,5.0,65.0,False,1
8684.0,Dawn Morton,Male,95.0,22.0,,1.0,Medium,,2.5,76.0,True,0
2035.0,Robert Lowery,Female,88.0,8.0,85.0,0.0,High,80.0,1.5,81.0,True,1
7267.0,Justin Martin,Male,85.0,25.0,90.0,1.0,Medium,85.0,4.1,64.0,True,1
7163.0,Patricia Greer,Female,85.0,30.0,,1.0,Medium,90.0,3.9,86.0,True,1
2923.0,Paul Hickman,,95.0,22.0,90.0,3.0,High,78.0,0.8,97.0,False,1
2746.0,Patricia Cox,Female,92.0,10.0,70.0,1.0,High,72.0,1.2,57.0,False,1
6339.0,Michael Kane,Male,88.0,12.0,77.0,0.0,Low,62.0,1.2,65.0,True,1
8135.0,Randall Hickman,Male,82.0,18.0,86.0,2.0,Medium,78.0,2.2,96.0,False,1
7064.0,Paige Turner,Male,91.0,8.0,77.0,0.0,Medium,,4.0,82.0,False,0
8021.0,Maria Walls,Female,88.0,10.0,90.0,1.0,Medium,,2.4,94.0,True,0
7563.0,Julia Russell,Male,91.0,12.0,90.0,1.0,Low,85.0,0.4,82.0,False,1
9307.0,Connie Cooper,Female,85.0,22.0,70.0,1.0,Medium,88.0,3.3,70.0,False,1
8027.0,Faith Johnson,Male,91.0,10.0,70.0,0.0,High,85.0,3.8,66.0,True,1
5617.0,Matthew Davies,Female,70.0,8.0,86.0,1.0,Medium,72.0,4.9,59.0,False,1
6928.0,Diana Gould,Male,70.0,20.0,90.0,0.0,Low,62.0,2.6,75.0,False,1
4404.0,Dawn Foster,Male,88.0,20.0,65.0,,High,72.0,0.4,50.0,False,1
2604.0,Yolanda Chen,Male,82.0,15.0,85.0,3.0,High,,2.4,63.0,False,0
8304.0,Kaylee Benjamin,Female,88.0,30.0,90.0,2.0,High,78.0,2.8,55.0,False,1
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True,0
3440.0,Brandon Williamson,Male,95.0,,88.0,0.0,Medium,,,69.0,False,0
7077.0,Anthony Green,Female,85.0,20.0,86.0,0.0,Low,90.0,2.0,91.0,False,1
8303.0,Hannah Gentry,Female,70.0,17.0,86.0,2.0,High,90.0,5.0,80.0,True,1
4744.0,Sean Levine,Male,88.0,25.0,70.0,0.0,Medium,92.0,0.7,97.0,True,1
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
9515.0,Calvin Macias,Male,90.0,8.0,78.0,2.0,Medium,90.0,0.7,68.0,True,1
6804.0,David Aguilar,Female,70.0,17.0,78.0,2.0,High,,3.6,56.0,,0
7512.0,Nancy Davis,,95.0,12.0,60.0,1.0,Low,78.0,4.4,52.0,True,1
5516.0,Jean Moreno,Male,90.0,15.0,60.0,3.0,High,,1.0,56.0,True,0
3364.0,Lauren Stephens,Male,85.0,17.0,65.0,2.0,Low,87.0,3.5,79.0,False,1
2821.0,Leslie King,Female,92.0,,85.0,1.0,High,,3.2,89.0,False,0
8237.0,Robert Howard,Female,91.0,18.0,60.0,2.0,Medium,85.0,1.0,74.0,False,1
5530.0,Nancy Moore,,91.0,25.0,77.0,0.0,Low,80.0,1.3,76.0,True,1
2976.0,Sarah Young,Male,95.0,20.0,70.0,0.0,,92.0,3.7,67.0,False,1
,Caleb Walker,Female,78.0,20.0,88.0,1.0,High,,2.2,51.0,False,0
5516.0,Jean Moreno,Male,90.0,15.0,60.0,3.0,High,,1.0,56.0,True,0
3550.0,Colleen Sanchez,Female,92.0,8.0,88.0,0.0,Medium,87.0,2.5,79.0,True,1
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True,0
4016.0,Julia Brooks,Female,78.0,15.0,88.0,0.0,Medium,,2.2,90.0,False,0
7305.0,Alyssa Berg MD,Female,91.0,25.0,65.0,,Low,,0.2,81.0,True,0
1116.0,Todd Orozco,Male,70.0,20.0,,3.0,Low,78.0,0.9,62.0,True,1
5516.0,Jean Moreno,Male,90.0,15.0,60.0,3.0,High,,1.0,56.0,True,0
9037.0,Brett Barrett,Female,90.0,30.0,70.0,3.0,High,72.0,0.3,82.0,True,1
4043.0,Christine Cooper,Female,90.0,22.0,82.0,3.0,Low,87.0,0.4,59.0,False,1
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,0
9019.0,Caleb Serrano,Male,91.0,18.0,60.0,0.0,Medium,87.0,3.2,99.0,True,1
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
3430.0,Jessica Lamb,Male,78.0,18.0,86.0,,Low,90.0,-5.0,200.0,False,1
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
9034.0,Susan Russell,Female,90.0,30.0,70.0,0.0,,92.0,4.8,100.0,True,1
5840.0,Patrick Reed,Female,90.0,20.0,65.0,1.0,Medium,90.0,2.3,63.0,False,1
9201.0,David Robertson,Male,82.0,20.0,82.0,,Low,,0.8,98.0,True,0
,Steven Wood,Male,70.0,30.0,85.0,2.0,High,,4.9,80.0,True,0
,Natalie Kelley,Male,92.0,22.0,60.0,3.0,Medium,80.0,1.6,80.0,False,1
,Christopher Chapman,Male,95.0,25.0,82.0,0.0,High,85.0,2.3,98.0,True,1
9201.0,David Robertson,Male,82.0,20.0,82.0,,Low,,0.8,98.0,True,0
8381.0,Peter Welch,Female,88.0,15.0,90.0,2.0,Low,,3.5,79.0,True,0
5915.0,Catherine Koch,Female,82.0,22.0,78.0,0.0,High,68.0,0.3,66.0,False,1
6633.0,Barbara Case,Female,92.0,12.0,90.0,3.0,Low,90.0,4.6,95.0,False,1
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
5275.0,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,,2.3,51.0,True,0
1.0,John,Male,85.0,15.0,78.0,1.0,High,80.0,4.8,59.0,False,1
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
7797.0,Angela Williams,,85.0,22.0,60.0,2.0,High,,1.1,78.0,,0
8001.0,Brian Miles,Male,88.0,17.0,,2.0,Low,,1.6,76.0,True,0
2169.0,Daniel Hood,Male,78.0,18.0,86.0,3.0,Medium,78.0,0.6,94.0,False,1
8940.0,James Long,Male,78.0,25.0,70.0,1.0,Low,,,83.0,False,0
5929.0,Christina Fitzgerald,Male,92.0,18.0,90.0,0.0,Medium,90.0,4.4,99.0,False,1
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True,0
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
3045.0,Melanie Mckinney,Male,85.0,15.0,60.0,,Low,87.0,3.9,53.0,False,1
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True,0
1440.0,Cassandra Snyder,Female,92.0,17.0,82.0,2.0,Medium,,0.7,69.0,True,0
6.0,Olivia,Female,95.0,30.0,88.0,1.0,High,,2.8,97.0,False,0
9202.0,Charles Pearson,Female,91.0,18.0,60.0,2.0,High,,3.9,72.0,True,0
6971.0,Rebecca Evans,Female,,10.0,78.0,1.0,High,92.0,3.6,91.0,False,1
1020.0,Timothy Clements,Male,70.0,17.0,60.0,0.0,Medium,,4.4,72.0,False,0
5421.0,Samuel Smith,Female,92.0,25.0,90.0,2.0,High,,4.3,81.0,False,0
6562.0,Amy Rodriguez,Male,95.0,10.0,85.0,2.0,Low,,2.7,62.0,False,0
5497.0,Kimberly Harrison,Male,91.0,15.0,86.0,,Medium,92.0,3.0,72.0,True,1
1745.0,Justin Sharp,Male,88.0,12.0,86.0,0.0,Medium,62.0,3.4,58.0,True,1
